rotation	id	translation	layers	rA	rB	vertices	edges	cross_edges	status	seconds
w[11]	w_11_8e66342351dc	((Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	2.2	2.2	4099	29670	0	SAT	1.328
w[11]	w_11_8e66342351dc	((Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	2.0	2.0	3631	25914	0	SAT	1.157
t16	t16_c10723f2fbca	((Fraction(125, 384), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 128), Fraction(0, 1), Fraction(-1, 384), Fraction(3, 128), Fraction(0, 1)), (Fraction(0, 1), Fraction(-1, 384), Fraction(3, 128), Fraction(0, 1), Fraction(-125, 384), Fraction(0, 1), Fraction(0, 1), Fraction(1, 128)))	3	2.0	2.0	3997	27780	60	SAT	2.332
t28	t28_34b3fa35fd27	((Fraction(-167, 224), Fraction(0, 1), Fraction(0, 1), Fraction(-55, 672), Fraction(5, 224), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 224)), (Fraction(0, 1), Fraction(-611, 672), Fraction(55, 224), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 224), Fraction(-1, 224), Fraction(0, 1)))	3	2.2	2.2	4525	31848	60	SAT	2.663
t28	t28_34b3fa35fd27	((Fraction(-167, 224), Fraction(0, 1), Fraction(0, 1), Fraction(-55, 672), Fraction(5, 224), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 224)), (Fraction(0, 1), Fraction(-611, 672), Fraction(55, 224), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 224), Fraction(-1, 224), Fraction(0, 1)))	3	2.0	2.0	3997	27780	60	SAT	2.443
t16	t16_3cb8a5410e63	((Fraction(39, 32), Fraction(0, 1), Fraction(0, 1), Fraction(1, 64), Fraction(0, 1), Fraction(-47, 192), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-5, 64), Fraction(3, 32), Fraction(0, 1), Fraction(1, 4), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 64)))	3	2.2	2.2	4525	31848	60	SAT	2.848
t16	t16_3cb8a5410e63	((Fraction(39, 32), Fraction(0, 1), Fraction(0, 1), Fraction(1, 64), Fraction(0, 1), Fraction(-47, 192), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-5, 64), Fraction(3, 32), Fraction(0, 1), Fraction(1, 4), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 64)))	3	2.0	2.0	3997	27780	60	SAT	2.438
t28	t28_167f3301f1c5	((Fraction(667, 672), Fraction(0, 1), Fraction(0, 1), Fraction(-37, 224), Fraction(-3, 224), Fraction(0, 1), Fraction(0, 1), Fraction(1, 672)), (Fraction(0, 1), Fraction(-115, 672), Fraction(1, 672), Fraction(0, 1), Fraction(0, 1), Fraction(5, 672), Fraction(-1, 224), Fraction(0, 1)))	3	2.2	2.2	4525	31848	60	SAT	2.824
t16	t16_c6957fed244a	((Fraction(163, 384), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 128), Fraction(0, 1), Fraction(31, 384), Fraction(-3, 128), Fraction(0, 1)), (Fraction(0, 1), Fraction(-97, 384), Fraction(-3, 128), Fraction(0, 1), Fraction(221, 384), Fraction(0, 1), Fraction(0, 1), Fraction(1, 128)))	3	2.2	2.2	4525	31848	60	SAT	2.739
t28	t28_167f3301f1c5	((Fraction(667, 672), Fraction(0, 1), Fraction(0, 1), Fraction(-37, 224), Fraction(-3, 224), Fraction(0, 1), Fraction(0, 1), Fraction(1, 672)), (Fraction(0, 1), Fraction(-115, 672), Fraction(1, 672), Fraction(0, 1), Fraction(0, 1), Fraction(5, 672), Fraction(-1, 224), Fraction(0, 1)))	3	2.0	2.0	3997	27780	60	SAT	2.478
w[15]	w_15_e201c77f6560	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.9	1.9	3733	24851	86	UNSAT	48.793
t16	t16_c6957fed244a	((Fraction(163, 384), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 128), Fraction(0, 1), Fraction(31, 384), Fraction(-3, 128), Fraction(0, 1)), (Fraction(0, 1), Fraction(-97, 384), Fraction(-3, 128), Fraction(0, 1), Fraction(221, 384), Fraction(0, 1), Fraction(0, 1), Fraction(1, 128)))	3	2.0	2.0	3997	27780	60	SAT	2.386
t28	t28_160fd4ad2be5	((Fraction(-19, 112), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 336), Fraction(1, 56), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-139, 168), Fraction(1, 3), Fraction(0, 1), Fraction(0, 1), Fraction(1, 336), Fraction(1, 112), Fraction(0, 1)))	3	2.2	2.2	4526	31860	11	SAT	2.863
t16	t16_7030eaf4ea34	((Fraction(15, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 64), Fraction(0, 1), Fraction(1, 192), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(31, 192), Fraction(3, 32), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 64)))	3	2.2	2.2	4525	31848	60	SAT	2.678
t28	t28_160fd4ad2be5	((Fraction(-19, 112), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 336), Fraction(1, 56), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-139, 168), Fraction(1, 3), Fraction(0, 1), Fraction(0, 1), Fraction(1, 336), Fraction(1, 112), Fraction(0, 1)))	3	2.0	2.0	3998	27791	11	SAT	2.571
t16	t16_7030eaf4ea34	((Fraction(15, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 64), Fraction(0, 1), Fraction(1, 192), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(31, 192), Fraction(3, 32), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 64)))	3	2.0	2.0	3997	27780	60	SAT	2.378
t28	t28_bdc867c9f7a4	((Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	2.2	2.2	4525	31848	0	SAT	2.775
t16	t16_e6b034f9fe97	((Fraction(-21, 64), Fraction(0, 1), Fraction(0, 1), Fraction(3, 64), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)), (Fraction(0, 1), Fraction(-29, 192), Fraction(-1, 64), Fraction(0, 1), Fraction(5, 32), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	2.2	2.2	4525	31848	60	SAT	2.660
t28	t28_bdc867c9f7a4	((Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	2.0	2.0	3997	27780	0	SAT	2.421
t16	t16_e6b034f9fe97	((Fraction(-21, 64), Fraction(0, 1), Fraction(0, 1), Fraction(3, 64), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)), (Fraction(0, 1), Fraction(-29, 192), Fraction(-1, 64), Fraction(0, 1), Fraction(5, 32), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	2.0	2.0	3997	27780	60	SAT	2.367
t16	t16_7991f3d00a4f	((Fraction(-95, 128), Fraction(0, 1), Fraction(0, 1), Fraction(5, 128), Fraction(0, 1), Fraction(-31, 384), Fraction(-3, 128), Fraction(0, 1)), (Fraction(0, 1), Fraction(-347, 384), Fraction(-3, 128), Fraction(0, 1), Fraction(31, 128), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 128)))	3	2.2	2.2	4525	31848	60	SAT	2.775
t16	t16_7991f3d00a4f	((Fraction(-95, 128), Fraction(0, 1), Fraction(0, 1), Fraction(5, 128), Fraction(0, 1), Fraction(-31, 384), Fraction(-3, 128), Fraction(0, 1)), (Fraction(0, 1), Fraction(-347, 384), Fraction(-3, 128), Fraction(0, 1), Fraction(31, 128), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 128)))	3	2.0	2.0	3997	27780	60	SAT	2.489
t16	t16_eed3cff5905d	((Fraction(-259, 384), Fraction(0, 1), Fraction(0, 1), Fraction(1, 128), Fraction(0, 1), Fraction(127, 384), Fraction(-7, 128), Fraction(0, 1)), (Fraction(0, 1), Fraction(65, 384), Fraction(3, 128), Fraction(0, 1), Fraction(19, 128), Fraction(0, 1), Fraction(0, 1), Fraction(1, 128)))	3	2.2	2.2	4525	31848	11	SAT	2.769
t16	t16_eed3cff5905d	((Fraction(-259, 384), Fraction(0, 1), Fraction(0, 1), Fraction(1, 128), Fraction(0, 1), Fraction(127, 384), Fraction(-7, 128), Fraction(0, 1)), (Fraction(0, 1), Fraction(65, 384), Fraction(3, 128), Fraction(0, 1), Fraction(19, 128), Fraction(0, 1), Fraction(0, 1), Fraction(1, 128)))	3	2.0	2.0	3997	27780	11	SAT	2.538
t16	t16_bdc867c9f7a4	((Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	2.2	2.2	4525	31848	0	SAT	2.733
t16	t16_bdc867c9f7a4	((Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	2.0	2.0	3997	27780	0	SAT	2.331
w[15]	w_15_e201c77f6560	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.8	1.8	3397	21695	86	UNSAT	43.204
w[15]	w_15_4a07521f0580	((Fraction(3, 32), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(1, 96)), (Fraction(0, 1), Fraction(7, 96), Fraction(0, 1), Fraction(-1, 96), Fraction(3, 32), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.9	1.9	3733	24847	84	UNSAT	77.794
w[15]	w_15_4a07521f0580	((Fraction(3, 32), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(1, 96)), (Fraction(0, 1), Fraction(7, 96), Fraction(0, 1), Fraction(-1, 96), Fraction(3, 32), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.8	1.8	3397	21689	84	timeout	301.721
w[15]	w_15_4402c098d8f2	((Fraction(49, 96), Fraction(0, 1), Fraction(-5, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(1, 96)), (Fraction(0, 1), Fraction(35, 96), Fraction(0, 1), Fraction(7, 96), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.9	1.9	3733	24833	84	SAT	2.389
w[15]	w_15_4402c098d8f2	((Fraction(49, 96), Fraction(0, 1), Fraction(-5, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(1, 96)), (Fraction(0, 1), Fraction(35, 96), Fraction(0, 1), Fraction(7, 96), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.8	1.8	3397	21677	84	SAT	2.048
w[15]	w_15_7809296f6a89	((Fraction(-13, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(5, 32), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(1, 96), Fraction(0, 1), Fraction(-3, 32), Fraction(-1, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.9	1.9	3733	24847	82	UNSAT	47.533
w[15]	w_15_7809296f6a89	((Fraction(-13, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(5, 32), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(1, 96), Fraction(0, 1), Fraction(-3, 32), Fraction(-1, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.8	1.8	3397	21690	82	UNSAT	32.167
w[15]	w_15_3c69d05ddf92	((Fraction(21, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(-13, 32), Fraction(0, 1), Fraction(3, 32), Fraction(7, 32), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.9	1.9	3733	24847	80	UNSAT	27.805
w[15]	w_15_3c69d05ddf92	((Fraction(21, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(-13, 32), Fraction(0, 1), Fraction(3, 32), Fraction(7, 32), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.8	1.8	3397	21689	80	UNSAT	34.908
w[15]	w_15_43ec9f2f6e2b	((Fraction(-1, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(11, 32), Fraction(0, 1), Fraction(1, 32), Fraction(-1, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.9	1.9	3733	24845	79	UNSAT	35.796
w[15]	w_15_43ec9f2f6e2b	((Fraction(-1, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(11, 32), Fraction(0, 1), Fraction(1, 32), Fraction(-1, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.8	1.8	3397	21687	79	UNSAT	33.586
w[15]	w_15_f7a9b142d42e	((Fraction(-25, 48), Fraction(0, 1), Fraction(1, 16), Fraction(0, 1), Fraction(0, 1), Fraction(1, 12), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-11, 48), Fraction(0, 1), Fraction(-1, 16), Fraction(-1, 12), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.9	1.9	3733	24845	79	UNSAT	58.386
w[15]	w_15_f7a9b142d42e	((Fraction(-25, 48), Fraction(0, 1), Fraction(1, 16), Fraction(0, 1), Fraction(0, 1), Fraction(1, 12), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-11, 48), Fraction(0, 1), Fraction(-1, 16), Fraction(-1, 12), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.8	1.8	3397	21685	79	UNSAT	95.131
w[15]	w_15_2e74caff7e16	((Fraction(9, 8), Fraction(0, 1), Fraction(1, 16), Fraction(0, 1), Fraction(0, 1), Fraction(-11, 48), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-1, 16), Fraction(0, 1), Fraction(1, 8), Fraction(1, 4), Fraction(0, 1), Fraction(-1, 16), Fraction(0, 1)))	3	1.9	1.9	3733	24844	78	SAT	2.734
w[15]	w_15_2e74caff7e16	((Fraction(9, 8), Fraction(0, 1), Fraction(1, 16), Fraction(0, 1), Fraction(0, 1), Fraction(-11, 48), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-1, 16), Fraction(0, 1), Fraction(1, 8), Fraction(1, 4), Fraction(0, 1), Fraction(-1, 16), Fraction(0, 1)))	3	1.8	1.8	3397	21683	78	SAT	3.646
w[15]	w_15_46613355eb6b	((Fraction(-9, 16), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(1, 12), Fraction(0, 1), Fraction(-1, 48)), (Fraction(0, 1), Fraction(-7, 12), Fraction(0, 1), Fraction(-1, 48), Fraction(11, 48), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.9	1.9	3733	24845	78	UNSAT	145.541
w[15]	w_15_46613355eb6b	((Fraction(-9, 16), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(1, 12), Fraction(0, 1), Fraction(-1, 48)), (Fraction(0, 1), Fraction(-7, 12), Fraction(0, 1), Fraction(-1, 48), Fraction(11, 48), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.8	1.8	3397	21688	78	UNSAT	253.510
w[15]	w_15_86a0f8cc304e	((Fraction(3, 32), Fraction(0, 1), Fraction(-5, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 96), Fraction(0, 1), Fraction(1, 32)), (Fraction(0, 1), Fraction(9, 32), Fraction(0, 1), Fraction(-3, 32), Fraction(1, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.9	1.9	3733	24841	77	SAT	2.246
w[15]	w_15_86a0f8cc304e	((Fraction(3, 32), Fraction(0, 1), Fraction(-5, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 96), Fraction(0, 1), Fraction(1, 32)), (Fraction(0, 1), Fraction(9, 32), Fraction(0, 1), Fraction(-3, 32), Fraction(1, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.8	1.8	3397	21681	77	SAT	1.886
w[15]	w_15_326f4f75cebd	((Fraction(-13, 48), Fraction(0, 1), Fraction(-1, 16), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(7, 48), Fraction(0, 1), Fraction(-1, 16), Fraction(1, 6), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.9	1.9	3733	24840	77	SAT	2.640
w[15]	w_15_326f4f75cebd	((Fraction(-13, 48), Fraction(0, 1), Fraction(-1, 16), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(7, 48), Fraction(0, 1), Fraction(-1, 16), Fraction(1, 6), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.8	1.8	3397	21682	77	SAT	2.026
w[15]	w_15_c66b967584af	((Fraction(1, 16), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(7, 48), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(5, 24), Fraction(0, 1), Fraction(-1, 16), Fraction(0, 1), Fraction(0, 1), Fraction(1, 16), Fraction(0, 1)))	3	1.9	1.9	3733	24842	77	UNSAT	93.569
w[15]	w_15_c66b967584af	((Fraction(1, 16), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(7, 48), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(5, 24), Fraction(0, 1), Fraction(-1, 16), Fraction(0, 1), Fraction(0, 1), Fraction(1, 16), Fraction(0, 1)))	3	1.8	1.8	3397	21684	77	UNSAT	68.918
w[15]	w_15_c3858be72c37	((Fraction(3, 16), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(-11, 48), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-3, 8), Fraction(0, 1), Fraction(1, 16), Fraction(1, 4), Fraction(0, 1), Fraction(-1, 16), Fraction(0, 1)))	3	1.9	1.9	3733	24840	76	UNSAT	88.046
w[15]	w_15_c3858be72c37	((Fraction(3, 16), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(-11, 48), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-3, 8), Fraction(0, 1), Fraction(1, 16), Fraction(1, 4), Fraction(0, 1), Fraction(-1, 16), Fraction(0, 1)))	3	1.8	1.8	3397	21682	76	SAT	2.369
w[15]	w_15_7ac3558be99b	((Fraction(13, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-5, 32), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(11, 32), Fraction(0, 1), Fraction(3, 32), Fraction(-1, 32), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.9	1.9	3733	24840	76	SAT	3.554
w[15]	w_15_7ac3558be99b	((Fraction(13, 32), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-5, 32), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(11, 32), Fraction(0, 1), Fraction(3, 32), Fraction(-1, 32), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.8	1.8	3397	21681	76	SAT	1.969
w[15]	w_15_0173bb769b62	((Fraction(29, 96), Fraction(0, 1), Fraction(7, 32), Fraction(0, 1), Fraction(0, 1), Fraction(1, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(-41, 96), Fraction(0, 1), Fraction(1, 32), Fraction(13, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.9	1.9	3733	24840	76	SAT	2.530
w[15]	w_15_0173bb769b62	((Fraction(29, 96), Fraction(0, 1), Fraction(7, 32), Fraction(0, 1), Fraction(0, 1), Fraction(1, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(-41, 96), Fraction(0, 1), Fraction(1, 32), Fraction(13, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.8	1.8	3397	21680	76	SAT	1.931
w[15]	w_15_b015d8413ec3	((Fraction(29, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 96), Fraction(0, 1), Fraction(1, 32)), (Fraction(0, 1), Fraction(-1, 96), Fraction(0, 1), Fraction(1, 32), Fraction(-29, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.9	1.9	3733	24841	75	UNSAT	73.143
w[15]	w_15_b015d8413ec3	((Fraction(29, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 96), Fraction(0, 1), Fraction(1, 32)), (Fraction(0, 1), Fraction(-1, 96), Fraction(0, 1), Fraction(1, 32), Fraction(-29, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.8	1.8	3397	21683	75	UNSAT	111.576
w[15]	w_15_8bbc062534f0	((Fraction(-19, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(5, 32), Fraction(0, 1), Fraction(1, 32)), (Fraction(0, 1), Fraction(21, 32), Fraction(0, 1), Fraction(1, 32), Fraction(-29, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.9	1.9	3733	24841	75	UNSAT	133.195
w[15]	w_15_8bbc062534f0	((Fraction(-19, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(5, 32), Fraction(0, 1), Fraction(1, 32)), (Fraction(0, 1), Fraction(21, 32), Fraction(0, 1), Fraction(1, 32), Fraction(-29, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.8	1.8	3397	21684	75	SAT	3.908
w[15]	w_15_9fa898074a32	((Fraction(7, 32), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-23, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(-3, 32), Fraction(0, 1), Fraction(1, 32), Fraction(7, 32), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.9	1.9	3733	24841	75	UNSAT	63.928
w[15]	w_15_9fa898074a32	((Fraction(7, 32), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-23, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(-3, 32), Fraction(0, 1), Fraction(1, 32), Fraction(7, 32), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.8	1.8	3397	21683	75	UNSAT	60.836
w[15]	w_15_23a2230cebb3	((Fraction(31, 48), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(1, 12), Fraction(0, 1), Fraction(-1, 48)), (Fraction(0, 1), Fraction(-1, 12), Fraction(0, 1), Fraction(5, 48), Fraction(1, 16), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.9	1.9	3733	24840	75	SAT	3.699
w[15]	w_15_23a2230cebb3	((Fraction(31, 48), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(1, 12), Fraction(0, 1), Fraction(-1, 48)), (Fraction(0, 1), Fraction(-1, 12), Fraction(0, 1), Fraction(5, 48), Fraction(1, 16), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.8	1.8	3397	21681	75	SAT	2.679
w[15]	w_15_5fd129b0898d	((Fraction(5, 12), Fraction(0, 1), Fraction(-1, 4), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 12), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 12), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.9	1.9	3733	24849	75	UNSAT	130.447
w[15]	w_15_5fd129b0898d	((Fraction(5, 12), Fraction(0, 1), Fraction(-1, 4), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 12), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 12), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.8	1.8	3397	21691	75	UNSAT	141.645
w[15]	w_15_3fcbf8866a69	((Fraction(-7, 8), Fraction(0, 1), Fraction(-1, 16), Fraction(0, 1), Fraction(0, 1), Fraction(5, 16), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-1, 48), Fraction(0, 1), Fraction(-1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(1, 16), Fraction(0, 1)))	3	1.9	1.9	3733	24840	75	SAT	6.785
