[dagrand seed=22] checked=1280000 bytau=[(2, 335305), (3, 239589), (4, 182592), (5, 121498), (6, 96441), (7, 76533), (8, 59978), (9, 46586), (10, 36369), (11, 27750), (12, 20352), (13, 14513), (14, 9525), (15, 5999), (16, 3528), (17, 1831), (18, 975), (19, 377), (20, 192), (21, 48), (22, 12), (23, 5), (24, 2)] t=3142s
[dagrand seed=22] checked=1300000 bytau=[(2, 340615), (3, 243294), (4, 185460), (5, 123361), (6, 97917), (7, 77746), (8, 60869), (9, 47328), (10, 36937), (11, 28175), (12, 20693), (13, 14741), (14, 9687), (15, 6098), (16, 3597), (17, 1853), (18, 986), (19, 380), (20, 194), (21, 50), (22, 12), (23, 5), (24, 2)] t=3199s
[dagrand seed=22] checked=1320000 bytau=[(2, 345855), (3, 247091), (4, 188301), (5, 125233), (6, 99477), (7, 78921), (8, 61824), (9, 48078), (10, 37495), (11, 28573), (12, 20989), (13, 14935), (14, 9834), (15, 6193), (16, 3668), (17, 1882), (18, 999), (19, 385), (20, 198), (21, 50), (22, 12), (23, 5), (24, 2)] t=3258s
[dagrand seed=22] checked=1340000 bytau=[(2, 351170), (3, 250840), (4, 191114), (5, 127148), (6, 101006), (7, 80095), (8, 62705), (9, 48842), (10, 38077), (11, 28992), (12, 21310), (13, 15160), (14, 9980), (15, 6281), (16, 3701), (17, 1907), (18, 1015), (19, 389), (20, 199), (21, 50), (22, 12), (23, 5), (24, 2)] t=3319s
[dagrand seed=22] checked=1360000 bytau=[(2, 356446), (3, 254584), (4, 194001), (5, 129007), (6, 102456), (7, 81275), (8, 63642), (9, 49580), (10, 38677), (11, 29414), (12, 21627), (13, 15385), (14, 10123), (15, 6395), (16, 3763), (17, 1932), (18, 1028), (19, 396), (20, 199), (21, 51), (22, 12), (23, 5), (24, 2)] t=3381s
[dagrand seed=22] checked=1380000 bytau=[(2, 361690), (3, 258317), (4, 196828), (5, 130896), (6, 103956), (7, 82511), (8, 64566), (9, 50314), (10, 39252), (11, 29862), (12, 21918), (13, 15617), (14, 10273), (15, 6513), (16, 3825), (17, 1954), (18, 1034), (19, 404), (20, 200), (21, 51), (22, 12), (23, 5), (24, 2)] t=3444s
[dagrand seed=22] checked=1400000 bytau=[(2, 366951), (3, 262093), (4, 199662), (5, 132754), (6, 105455), (7, 83659), (8, 65550), (9, 51081), (10, 39848), (11, 30296), (12, 22234), (13, 15828), (14, 10412), (15, 6594), (16, 3871), (17, 1987), (18, 1044), (19, 409), (20, 200), (21, 52), (22, 12), (23, 6), (24, 2)] t=3512s
[dagrand seed=22] checked=1420000 bytau=[(2, 372152), (3, 265896), (4, 202508), (5, 134628), (6, 106946), (7, 84815), (8, 66508), (9, 51877), (10, 40441), (11, 30718), (12, 22544), (13, 16031), (14, 10560), (15, 6693), (16, 3933), (17, 2011), (18, 1055), (19, 410), (20, 202), (21, 52), (22, 12), (23, 6), (24, 2)] t=3566s
[dagrand seed=22] checked=1440000 bytau=[(2, 377382), (3, 269597), (4, 205345), (5, 136500), (6, 108489), (7, 86053), (8, 67513), (9, 52583), (10, 41014), (11, 31139), (12, 22859), (13, 16239), (14, 10724), (15, 6776), (16, 3983), (17, 2044), (18, 1062), (19, 417), (20, 208), (21, 53), (22, 12), (23, 6), (24, 2)] t=3634s
[dagrand seed=22] checked=1460000 bytau=[(2, 382734), (3, 273326), (4, 208215), (5, 138436), (6, 109932), (7, 87253), (8, 68477), (9, 53303), (10, 41533), (11, 31566), (12, 23134), (13, 16476), (14, 10869), (15, 6863), (16, 4032), (17, 2073), (18, 1074), (19, 422), (20, 209), (21, 53), (22, 12), (23, 6), (24, 2)] t=3690s
[dagrand seed=22] checked=1480000 bytau=[(2, 387964), (3, 277109), (4, 211064), (5, 140351), (6, 111434), (7, 88428), (8, 69410), (9, 54039), (10, 42113), (11, 31996), (12, 23439), (13, 16703), (14, 11002), (15, 6954), (16, 4081), (17, 2107), (18, 1093), (19, 425), (20, 212), (21, 54), (22, 13), (23, 7), (24, 2)] t=3744s
[dagrand seed=22] checked=1500000 bytau=[(2, 393062), (3, 280870), (4, 213871), (5, 142249), (6, 112978), (7, 89645), (8, 70387), (9, 54825), (10, 42699), (11, 32433), (12, 23744), (13, 16938), (14, 11160), (15, 7048), (16, 4127), (17, 2131), (18, 1111), (19, 432), (20, 213), (21, 54), (22, 14), (23, 7), (24, 2)] t=3795s
[dagrand seed=22] checked=1520000 bytau=[(2, 398422), (3, 284663), (4, 216560), (5, 144155), (6, 114496), (7, 90872), (8, 71341), (9, 55565), (10, 43294), (11, 32857), (12, 24017), (13, 17146), (14, 11299), (15, 7122), (16, 4182), (17, 2151), (18, 1126), (19, 439), (20, 215), (21, 54), (22, 14), (23, 8), (24, 2)] t=3853s
[dagrand seed=22] checked=1540000 bytau=[(2, 403626), (3, 288433), (4, 219433), (5, 146082), (6, 115972), (7, 92130), (8, 72191), (9, 56305), (10, 43872), (11, 33305), (12, 24332), (13, 17354), (14, 11451), (15, 7220), (16, 4231), (17, 2179), (18, 1138), (19, 448), (20, 219), (21, 55), (22, 14), (23, 8), (24, 2)] t=3907s
[dagrand seed=22] checked=1560000 bytau=[(2, 408872), (3, 292162), (4, 222294), (5, 148002), (6, 117466), (7, 93380), (8, 73114), (9, 57017), (10, 44469), (11, 33728), (12, 24620), (13, 17561), (14, 11596), (15, 7307), (16, 4295), (17, 2208), (18, 1150), (19, 458), (20, 221), (21, 56), (22, 14), (23, 8), (24, 2)] t=3963s
