g6	n	Delta	delta	maxm	minm	alo	ahi	nok	interval	L
GCZbeo	8	4	3	3.6666666666666665	3.0	0.41000000000000003	1.0	119	1	7.349334969450372
GCZbfG	8	4	2	4.0	3.0	0.355	0.77	84	1	7.819507424745385
GCZbeg	8	4	2	3.6666666666666665	3.0	0.38	0.765	78	1	7.606119105813881
GCZbaw	8	4	2	3.6666666666666665	3.0	0.38	0.765	78	1	7.606119105813881
GCZbeK	8	4	2	3.75	3.25	0.365	0.6900000000000001	66	1	7.717486788127612
GCZbbK	8	4	2	4.0	3.0	0.35000000000000003	0.665	64	1	7.819507424745385
GCZbck	8	4	2	3.6666666666666665	3.0	0.395	1.0	122	1	7.483983413001363
GCZbc[	8	4	2	3.6666666666666665	3.0	0.395	0.875	97	1	7.483983413001363
GCZba[	8	4	2	3.75	3.0	0.355	0.93	116	1	7.819507424745385
GCZbfo	8	5	3	4.333333333333333	3.4	0.28	1.0	145	1	8.400431019968835
GCZbfg	8	5	2	4.0	3.5	0.275	0.9	126	1	8.625310320438224
GCZbfW	8	5	2	4.333333333333333	3.0	0.275	1.0	146	1	8.625310320438224
GCZbew	8	5	3	4.0	3.3333333333333335	0.305	1.0	140	1	8.422207972711195
GCZbbw	8	5	2	4.333333333333333	3.3333333333333335	0.3	0.8250000000000001	106	1	8.516332176463505
GCZbfK	8	5	2	4.0	3.5	0.265	0.8200000000000001	112	1	8.706292490963914
GCZbek	8	5	2	4.0	3.3333333333333335	0.3	0.8250000000000001	106	1	8.516332176463505
GCZbe[	8	5	2	4.0	3.5	0.275	0.965	139	1	8.625310320438224
GCZbb[	8	5	2	4.333333333333333	3.0	0.265	0.79	106	1	8.706292490963914
GCZbc{	8	5	3	4.0	3.4	0.335	1.0	134	1	8.294695259168398
GCZbfw	8	6	3	4.666666666666667	3.5	0.16	1.0	169	1	9.663856332000947
GCZbfk	8	6	2	4.333333333333333	3.6666666666666665	0.155	0.9450000000000001	159	1	9.713283142871475
GCZbf[	8	6	2	4.666666666666667	3.5	0.155	0.99	168	1	9.713283142871475
GCZbe{	8	6	3	4.333333333333333	3.5	0.17	1.0	167	1	9.645365452561819
GCZbf{	8	7	3	5.0	3.5714285714285716	0.005	1.0	200	1	10.988882021697693
GCZff_	8	4	2	4.0	3.25	0.365	0.735	75	1	7.717486788127612
GCZfbo	8	4	3	4.0	3.3333333333333335	0.38	0.915	108	1	7.606119105813881
GCZffG	8	4	2	4.0	3.5	0.0	0.72	145	1	8.0
GCZfbg	8	4	2	4.0	3.5	0.355	0.665	63	1	7.819507424745385
GCZffo	8	5	3	4.333333333333333	3.6	0.3	0.88	117	1	8.516332176463505
GCZffg	8	5	2	4.333333333333333	3.75	0.225	0.84	124	1	8.80062108964828
GCZffW	8	5	2	4.333333333333333	3.5	0.225	0.84	124	1	8.80062108964828
GCZfew	8	5	3	4.333333333333333	3.5	0.275	1.0	146	1	8.625310320438224
GCZfbw	8	5	3	4.333333333333333	3.5	0.275	1.0	146	1	8.625310320438224
GCZffc	8	5	2	4.666666666666667	3.75	0.305	0.93	126	1	9.348469228349535
GCZffS	8	5	2	4.5	3.75	0.31	0.605	60	1	9.260712686640941
GCZffw	8	6	3	4.666666666666667	3.6666666666666665	0.12	1.0	177	1	9.80894306783797
GCZffs	8	6	3	5.0	3.8333333333333335	0.27	0.98	143	1	10.139346574240568
GCZffk	8	6	2	5.0	4.0	0.265	0.835	115	1	10.213611546338575
GCZff[	8	6	2	4.666666666666667	4.0	0.275	0.725	91	1	10.12403840463596
GCZfe{	8	6	3	5.0	3.8333333333333335	0.28	0.91	127	1	10.045085720818589
GCZfb{	8	6	3	4.666666666666667	3.8333333333333335	0.28	1.0	145	1	10.045085720818589
GCZff{	8	7	3	5.333333333333333	3.857142857142857	0.21	0.93	145	1	11.174962168633053
GCZfV_	8	4	2	4.0	3.25	0.365	0.635	55	1	7.717486788127612
GCZfSw	8	4	2	4.0	3.5	0.38	0.6	45	1	7.606119105813881
GCZfVo	8	5	2	4.5	3.5	0.24	0.53	59	1	8.725746708716358
GCZfVg	8	5	2	4.5	3.6	0.24	0.53	59	1	8.725746708716358
GCZfUw	8	5	2	4.5	3.6	0.24	0.53	59	1	8.725746708716358
GCZfRw	8	5	2	4.25	3.3333333333333335	0.24	0.56	65	1	8.725746708716358
GCZfVw	8	6	2	5.0	3.6666666666666665	0.085	0.48	80	1	9.864232565619727
GCZfVs	8	6	2	5.0	3.8333333333333335	0.255	0.515	53	1	10.228025574723235
GCZfVk	8	6	2	5.0	3.8333333333333335	0.27	0.5	47	1	10.139346574240568
GCZfU{	8	6	2	5.0	3.8333333333333335	0.27	0.5	47	1	10.139346574240568
GCZfR{	8	6	2	4.75	3.6666666666666665	0.27	0.52	51	1	10.139346574240568
GCZfV{	8	7	2	5.5	3.857142857142857	0.195	0.46	54	1	11.276910514944621
GCZevG	8	4	2	4.0	3.25	0.355	0.665	63	1	7.819507424745385
GCZeuW	8	4	2	4.0	3.5	0.0	0.72	145	1	8.0
GCZepw	8	4	3	4.0	3.25	0.38	0.915	108	1	7.606119105813881
GCZevo	8	5	3	4.333333333333333	3.6	0.275	1.0	146	1	8.625310320438224
GCZevg	8	5	3	4.333333333333333	3.5	0.275	1.0	146	1	8.625310320438224
GCZevW	8	5	2	4.333333333333333	3.5	0.225	0.84	124	1	8.80062108964828
GCZeuw	8	5	2	4.333333333333333	3.75	0.225	0.84	124	1	8.80062108964828
GCZetw	8	5	3	4.333333333333333	3.5	0.275	1.0	146	1	8.625310320438224
GCZerw	8	5	3	4.333333333333333	3.5	0.24	1.0	153	1	8.725746708716358
GCZevc	8	5	3	4.666666666666667	3.6666666666666665	0.32	1.0	137	1	9.167176644441769
GCZevS	8	5	2	4.5	3.6666666666666665	0.31	0.605	60	1	9.260712686640941
GCZeus	8	5	2	4.666666666666667	3.3333333333333335	0.305	0.92	124	1	9.348469228349535
GCZets	8	5	3	4.666666666666667	3.3333333333333335	0.32	1.0	137	1	9.167176644441769
GCZers	8	5	3	4.333333333333333	3.3333333333333335	0.32	1.0	137	1	9.167176644441769
GCZevK	8	5	2	4.5	3.6	0.32	0.64	65	1	9.167176644441769
GCZer[	8	5	2	4.5	3.6	0.32	0.675	72	1	9.167176644441769
GCZevw	8	6	3	4.666666666666667	3.6666666666666665	0.12	1.0	177	1	9.80894306783797
GCZevs	8	6	3	5.0	3.6666666666666665	0.27	0.98	143	1	10.139346574240568
GCZevk	8	6	3	5.0	3.8333333333333335	0.28	0.91	127	1	10.045085720818589
GCZev[	8	6	2	4.75	4.0	0.275	0.725	91	1	10.12403840463596
GCZeu{	8	6	2	5.0	4.0	0.265	0.835	115	1	10.213611546338575
GCZet{	8	6	3	5.0	3.8333333333333335	0.28	0.91	127	1	10.045085720818589
GCZer{	8	6	3	4.75	3.8333333333333335	0.28	1.0	145	1	10.045085720818589
GCZev{	8	7	3	5.333333333333333	3.857142857142857	0.21	0.93	145	1	11.174962168633053
GCZbvG	8	4	2	4.0	3.25	0.355	0.835	97	1	7.819507424745385
GCZbrg	8	4	2	4.0	3.3333333333333335	0.355	0.725	75	1	7.819507424745385
GCZbsw	8	4	3	4.0	3.25	0.38	0.915	108	1	7.606119105813881
GCZbvo	8	5	3	4.25	3.6	0.24	1.0	153	1	8.725746708716358
GCZbvg	8	5	3	4.0	3.5	0.275	1.0	146	1	8.625310320438224
GCZbvW	8	5	2	4.25	3.5	0.225	1.0	156	1	8.80062108964828
GCZbuw	8	5	3	4.25	3.5	0.24	1.0	153	1	8.725746708716358
GCZbrw	8	5	2	4.25	3.5	0.225	0.895	135	1	8.80062108964828
GCZbvc	8	5	3	4.333333333333333	3.6666666666666665	0.32	1.0	137	1	9.167176644441769
GCZbvS	8	5	2	4.5	3.3333333333333335	0.31	0.635	66	1	9.260712686640941
GCZbrs	8	5	2	4.5	3.0	0.305	1.0	140	1	9.348469228349535
GCZbvK	8	5	2	4.333333333333333	3.6	0.32	0.675	72	1	9.167176644441769
GCZbvw	8	6	3	4.5	3.6666666666666665	0.12	1.0	177	1	9.80894306783797
GCZbvs	8	6	3	4.75	3.6666666666666665	0.27	1.0	147	1	10.139346574240568
GCZbvk	8	6	3	4.666666666666667	3.8333333333333335	0.28	1.0	145	1	10.045085720818589
GCZbv[	8	6	2	4.75	4.0	0.275	0.75	96	1	10.12403840463596
GCZbu{	8	6	3	4.75	3.8333333333333335	0.28	1.0	145	1	10.045085720818589
GCZbr{	8	6	2	4.75	3.5	0.265	1.0	148	1	10.213611546338575
GCZbv{	8	7	3	5.0	3.857142857142857	0.21	1.0	159	1	11.174962168633053
GCZfNo	8	5	2	4.5	3.4	0.28	0.535	52	1	8.538865096999384
GCZfNg	8	5	2	4.5	3.8	0.305	0.625	65	1	9.348469228349535
GCZfMk	8	5	2	4.5	3.5	0.29	0.61	65	1	9.508725083591248
GCZfJk	8	5	2	4.25	4.0	0.29	0.635	70	1	9.508725083591248
GCZfNw	8	6	2	5.0	3.6666666666666665	0.26	0.54	57	1	10.154499847850575
GCZfNk	8	6	2	5.0	4.0	0.245	0.51	54	1	10.377711293165211
GCZfM{	8	6	2	5.0	3.8333333333333335	0.255	0.515	53	1	10.228025574723235
GCZfJ{	8	6	2	4.75	3.8333333333333335	0.255	0.535	57	1	10.228025574723235
GCZfN{	8	7	2	5.5	3.857142857142857	0.185	0.47000000000000003	58	1	11.344170982657333
GCZeno	8	5	3	4.333333333333333	3.4	0.28	0.975	140	1	8.538865096999384
GCZeng	8	5	2	4.333333333333333	3.5	0.31	0.9	119	1	9.260712686640941
GCZenW	8	5	2	4.333333333333333	3.75	0.31	0.86	111	1	9.260712686640941
GCZemw	8	5	2	4.333333333333333	3.6666666666666665	0.32	0.615	60	1	9.167176644441769
GCZelw	8	5	3	4.333333333333333	3.6	0.325	1.0	136	1	9.067244579462773
GCZejw	8	5	3	4.333333333333333	3.6	0.325	1.0	136	1	9.067244579462773
GCZenc	8	5	2	4.666666666666667	3.5	0.31	0.875	114	1	9.260712686640941
GCZenS	8	5	2	4.5	3.8	0.32	0.585	54	1	9.167176644441769
GCZems	8	5	2	4.666666666666667	3.5	0.31	0.875	114	1	9.260712686640941
GCZels	8	5	3	4.666666666666667	3.6	0.325	0.9450000000000001	125	1	9.067244579462773
GCZejs	8	5	3	4.333333333333333	3.6	0.325	1.0	136	1	9.067244579462773
GCZemk	8	5	2	4.666666666666667	3.0	0.29	0.665	76	1	9.508725083591248
GCZelk	8	5	2	4.666666666666667	3.0	0.305	0.93	126	1	9.348469228349535
GCZenw	8	6	3	4.666666666666667	3.6666666666666665	0.27	1.0	147	1	10.061206537948127
GCZens	8	6	3	5.0	3.6666666666666665	0.27	1.0	147	1	10.061206537948127
GCZenk	8	6	2	5.0	3.5	0.255	0.885	127	1	10.298020417975776
GCZen[	8	6	2	4.75	4.0	0.255	0.705	91	1	10.298020417975776
GCZem{	8	6	2	5.0	4.0	0.255	0.73	96	1	10.298020417975776
GCZel{	8	6	3	5.0	3.8333333333333335	0.27	0.98	143	1	10.139346574240568
GCZej{	8	6	3	4.75	3.8333333333333335	0.27	1.0	147	1	10.139346574240568
GCZen{	8	7	3	5.333333333333333	3.857142857142857	0.195	0.985	159	1	11.261953561953536
GCZbno	8	5	3	4.333333333333333	3.4	0.28	0.975	140	1	8.538865096999384
GCZbng	8	5	2	4.333333333333333	3.8	0.31	0.86	111	1	9.260712686640941
GCZbnW	8	5	2	4.333333333333333	3.5	0.31	1.0	139	1	9.260712686640941
GCZbmw	8	5	3	4.333333333333333	3.6	0.325	1.0	136	1	9.067244579462773
GCZbjw	8	5	2	4.333333333333333	3.6666666666666665	0.32	0.615	60	1	9.167176644441769
GCZbmk	8	5	2	4.333333333333333	3.5	0.305	0.84	108	1	9.348469228349535
GCZbnw	8	6	3	4.666666666666667	3.6666666666666665	0.27	1.0	147	1	10.061206537948127
GCZbnk	8	6	2	4.666666666666667	4.0	0.255	0.895	129	1	10.298020417975776
GCZbn[	8	6	2	4.75	4.0	0.255	0.73	96	1	10.298020417975776
GCZbm{	8	6	3	4.75	3.8333333333333335	0.27	1.0	147	1	10.139346574240568
GCZbn{	8	7	3	5.0	3.857142857142857	0.195	1.0	162	1	11.261953561953536
GCZfvo	8	5	3	4.666666666666667	3.8	0.17	0.805	128	1	8.888089948057452
GCZfvw	8	6	3	5.0	3.8	0.04	0.845	162	1	9.95374980259815
GCZfvs	8	6	3	5.333333333333333	4.0	0.27	0.9500000000000001	137	1	10.881441324469808
GCZfv{	8	7	3	5.666666666666667	4.142857142857143	0.245	0.855	123	1	11.732373868876776
GCZfno	8	5	3	4.666666666666667	3.6	0.225	0.735	103	1	8.80062108964828
GCZfnw	8	6	3	5.0	3.8333333333333335	0.245	1.0	152	1	10.311618612073653
GCZfns	8	6	3	5.333333333333333	4.0	0.275	0.915	129	1	10.801669600428207
GCZfnk	8	6	2	5.333333333333333	4.0	0.26	0.89	127	1	11.029864978971808
GCZfn[	8	6	2	5.0	4.166666666666667	0.265	0.5750000000000001	63	1	10.95741559366579
GCZfn{	8	7	3	5.666666666666667	4.142857142857143	0.24	0.885	130	1	11.8106031356027
GCZf^o	8	5	2	4.5	3.6	0.115	0.59	96	1	8.953627914727
GCZf^w	8	6	2	5.0	3.8333333333333335	0.245	0.53	58	1	10.311618612073653
GCZf^s	8	6	2	5.0	4.0	0.27	0.595	66	1	10.881441324469806
GCZf^{	8	7	2	5.5	4.142857142857143	0.23500000000000001	0.505	55	1	11.88528800384283
GCZe~o	8	5	3	4.666666666666667	3.6	0.17	0.805	128	1	8.888089948057452
GCZe~w	8	6	3	5.0	3.8333333333333335	0.255	0.96	142	1	10.228025574723235
GCZe~s	8	6	3	5.333333333333333	4.0	0.275	0.915	129	1	10.801669600428207
GCZe~k	8	6	3	5.333333333333333	4.166666666666667	0.27	0.9500000000000001	137	1	10.881441324469808
GCZe~[	8	6	2	5.25	4.166666666666667	0.265	0.5750000000000001	63	1	10.95741559366579
GCZe}{	8	6	2	5.333333333333333	4.333333333333333	0.26	0.77	103	1	11.029864978971808
GCZe|{	8	6	3	5.333333333333333	4.166666666666667	0.27	0.9500000000000001	137	1	10.881441324469808
GCZez{	8	6	3	5.25	4.166666666666667	0.27	1.0	147	1	10.881441324469808
GCZe~{	8	7	3	5.666666666666667	4.142857142857143	0.24	0.885	130	1	11.8106031356027
GCZb~o	8	5	3	4.5	3.6	0.17	0.89	145	1	8.888089948057452
GCZb~w	8	6	3	5.0	3.8333333333333335	0.255	1.0	150	1	10.228025574723235
GCZb~s	8	6	3	5.0	4.0	0.275	0.985	143	1	10.801669600428207
GCZb~k	8	6	3	5.0	4.166666666666667	0.27	1.0	147	1	10.881441324469808
GCZb~[	8	6	2	5.25	4.166666666666667	0.265	0.59	66	1	10.95741559366579
GCZbz{	8	6	2	5.25	4.0	0.26	0.79	107	1	11.029864978971808
GCZb~{	8	7	3	5.5	4.142857142857143	0.24	0.9400000000000001	141	1	11.8106031356027
GCZf~w	8	6	3	5.333333333333333	4.0	0.23	0.89	133	1	10.453079051715148
GCZf~{	8	7	3	6.0	4.428571428571429	0.24	0.9	133	1	12.558592281537436
GCZVF_	8	4	2	3.6666666666666665	3.0	0.395	0.875	97	1	7.483983413001363
GCZVFO	8	4	2	3.6666666666666665	3.0	0.395	0.875	97	1	7.483983413001363
GCZVEo	8	4	2	3.6666666666666665	3.0	0.395	1.0	122	1	7.483983413001363
GCZVEg	8	4	2	4.0	2.5	0.355	0.835	97	1	7.819507424745385
GCZVDg	8	4	2	4.0	3.0	0.38	0.915	108	1	7.606119105813881
GCZVEW	8	4	2	4.0	3.0	0.365	0.635	55	1	7.717486788127612
GCZVDW	8	4	2	4.0	3.25	0.395	0.645	51	1	7.483983413001363
GCZVBW	8	4	2	3.6666666666666665	3.0	0.38	0.765	78	1	7.606119105813881
GCZVFC	8	4	2	3.75	3.25	0.355	0.845	99	1	7.819507424745385
GCZVEc	8	4	2	3.75	3.0	0.365	0.755	79	1	7.717486788127612
GCZVES	8	4	2	3.75	3.25	0.365	0.6900000000000001	66	1	7.717486788127612
GCZVEK	8	4	2	4.0	3.0	0.35000000000000003	0.665	64	1	7.819507424745385
GCZVFo	8	5	3	4.0	3.4	0.335	1.0	134	1	8.294695259168398
GCZVFg	8	5	2	4.333333333333333	3.3333333333333335	0.275	0.965	139	1	8.625310320438224
GCZVFW	8	5	2	4.0	3.5	0.3	0.775	96	1	8.516332176463505
GCZVEw	8	5	2	4.333333333333333	3.0	0.275	1.0	146	1	8.625310320438224
GCZVDw	8	5	3	4.333333333333333	3.3333333333333335	0.305	1.0	140	1	8.422207972711195
GCZVBw	8	5	3	4.0	3.3333333333333335	0.305	1.0	140	1	8.422207972711195
GCZVFc	8	5	2	4.0	3.5	0.275	0.965	139	1	8.625310320438224
GCZVFS	8	5	2	4.0	3.3333333333333335	0.275	0.965	139	1	8.625310320438224
GCZVEs	8	5	2	4.0	3.5	0.3	0.8250000000000001	106	1	8.516332176463505
GCZVBs	8	5	3	4.0	3.3333333333333335	0.305	1.0	140	1	8.422207972711195
GCZVFK	8	5	2	4.0	3.5	0.265	0.8200000000000001	112	1	8.706292490963914
GCZVEk	8	5	2	4.333333333333333	3.0	0.265	0.79	106	1	8.706292490963914
GCZVFw	8	6	3	4.666666666666667	3.5	0.16	1.0	169	1	9.663856332000947
GCZVFs	8	6	3	4.333333333333333	3.5	0.17	1.0	167	1	9.645365452561819
GCZVFk	8	6	2	4.666666666666667	3.5	0.155	0.99	168	1	9.713283142871475
GCZVF[	8	6	2	4.333333333333333	3.6666666666666665	0.155	0.9450000000000001	159	1	9.713283142871475
GCZVF{	8	7	3	5.0	3.5714285714285716	0.005	1.0	200	1	10.988882021697693
GCZTf_	8	4	2	3.6666666666666665	3.0	0.38	1.0	125	1	7.606119105813881
GCZTfO	8	4	3	3.3333333333333335	3.25	0.41000000000000003	1.0	119	1	7.349334969450372
GCZTeo	8	4	2	3.6666666666666665	3.0	0.38	1.0	125	1	7.606119105813881
GCZTeg	8	4	2	3.75	2.5	0.355	1.0	130	1	7.819507424745385
GCZTdg	8	4	2	3.75	2.5	0.355	0.79	88	1	7.819507424745385
GCZTeW	8	4	2	3.6666666666666665	3.0	0.38	1.0	125	1	7.606119105813881
GCZTdW	8	4	2	3.6666666666666665	3.0	0.38	0.765	78	1	7.606119105813881
GCZTcw	8	4	2	3.75	2.6666666666666665	0.355	0.725	75	1	7.819507424745385
GCZTeK	8	4	2	4.0	2.5	0.355	0.835	97	1	7.819507424745385
GCZTbK	8	4	2	3.6666666666666665	3.0	0.395	1.0	122	1	7.483983413001363
GCZTck	8	4	2	4.0	2.0	0.0	0.845	170	1	8.0
GCZTa[	8	4	2	3.6666666666666665	3.0	0.395	0.875	97	1	7.483983413001363
GCZTfo	8	5	3	3.75	3.4	0.305	1.0	140	1	8.422207972711195
GCZTfg	8	5	2	4.0	3.0	0.275	1.0	146	1	8.625310320438224
GCZTfW	8	5	3	4.0	3.3333333333333335	0.305	1.0	140	1	8.422207972711195
GCZTew	8	5	2	4.0	3.0	0.275	1.0	146	1	8.625310320438224
GCZTdw	8	5	2	4.0	3.3333333333333335	0.275	0.85	116	1	8.625310320438224
GCZTfK	8	5	2	4.0	3.0	0.275	1.0	146	1	8.625310320438224
GCZTek	8	5	2	4.25	2.5	0.225	0.9500000000000001	146	1	8.80062108964828
GCZTe[	8	5	2	4.0	3.3333333333333335	0.275	0.965	139	1	8.625310320438224
GCZTb[	8	5	3	4.0	3.4	0.335	1.0	134	1	8.294695259168398
GCZTc{	8	5	2	4.25	3.0	0.225	0.895	135	1	8.80062108964828
GCZTfw	8	6	3	4.333333333333333	3.5	0.17	1.0	167	1	9.645365452561819
GCZTfk	8	6	2	4.5	3.0	0.12	1.0	177	1	9.80894306783797
GCZTf[	8	6	3	4.333333333333333	3.5	0.17	1.0	167	1	9.645365452561819
GCZTe{	8	6	2	4.5	3.5	0.12	1.0	177	1	9.80894306783797
GCZTf{	8	7	3	4.75	3.5714285714285716	0.02	1.0	197	1	10.953384283540798
GCZVf_	8	4	2	4.0	3.25	0.355	0.835	97	1	7.819507424745385
GCZVfO	8	4	3	3.6666666666666665	3.5	0.38	1.0	125	1	7.606119105813881
GCZVeo	8	4	2	4.0	3.3333333333333335	0.355	0.725	75	1	7.819507424745385
GCZVfG	8	4	2	4.0	3.3333333333333335	0.355	0.725	75	1	7.819507424745385
GCZVeg	8	4	2	4.0	3.0	0.0	0.845	170	1	8.0
GCZVeW	8	4	2	4.0	3.25	0.355	0.835	97	1	7.819507424745385
GCZVfo	8	5	3	4.0	3.6	0.275	1.0	146	1	8.625310320438224
GCZVfg	8	5	2	4.25	3.5	0.225	0.895	135	1	8.80062108964828
GCZVfW	8	5	3	4.0	3.5	0.275	1.0	146	1	8.625310320438224
GCZVew	8	5	2	4.25	3.5	0.225	1.0	156	1	8.80062108964828
GCZVdw	8	5	3	4.25	3.5	0.24	1.0	153	1	8.725746708716358
GCZVfc	8	5	2	4.25	3.5	0.305	1.0	140	1	9.348469228349535
GCZVes	8	5	2	4.25	3.6666666666666665	0.31	0.635	66	1	9.260712686640941
GCZVfw	8	6	3	4.5	3.6666666666666665	0.12	1.0	177	1	9.80894306783797
GCZVfs	8	6	3	4.666666666666667	3.8333333333333335	0.27	1.0	147	1	10.139346574240568
GCZVfk	8	6	2	4.75	3.5	0.265	0.99	146	1	10.213611546338575
GCZVf[	8	6	3	4.666666666666667	3.8333333333333335	0.28	1.0	145	1	10.045085720818589
GCZVe{	8	6	2	4.75	4.0	0.275	0.75	96	1	10.12403840463596
GCZVd{	8	6	3	4.75	3.8333333333333335	0.28	1.0	145	1	10.045085720818589
GCZVf{	8	7	3	5.0	3.857142857142857	0.21	1.0	159	1	11.174962168633053
GCZVVG	8	4	2	4.0	3.5	0.355	0.665	63	1	7.819507424745385
GCZVUW	8	4	2	4.0	3.5	0.0	0.72	145	1	8.0
GCZVSw	8	4	2	4.0	3.25	0.355	0.77	84	1	7.819507424745385
GCZVPw	8	4	3	4.0	3.25	0.38	0.915	108	1	7.606119105813881
GCZVVo	8	5	3	4.333333333333333	3.6	0.275	1.0	146	1	8.625310320438224
GCZVVg	8	5	3	4.333333333333333	3.5	0.275	1.0	146	1	8.625310320438224
GCZVVW	8	5	2	4.333333333333333	3.75	0.225	0.84	124	1	8.80062108964828
GCZVUw	8	5	2	4.333333333333333	3.5	0.225	0.84	124	1	8.80062108964828
GCZVTw	8	5	3	4.333333333333333	3.5	0.275	1.0	146	1	8.625310320438224
GCZVRw	8	5	3	4.333333333333333	3.5	0.24	1.0	153	1	8.725746708716358
GCZVVc	8	5	3	4.333333333333333	3.6666666666666665	0.32	1.0	137	1	9.167176644441769
GCZVVS	8	5	2	4.666666666666667	3.3333333333333335	0.305	0.93	126	1	9.348469228349535
GCZVUs	8	5	2	4.5	3.6666666666666665	0.31	0.605	60	1	9.260712686640941
GCZVTs	8	5	3	4.666666666666667	3.3333333333333335	0.32	1.0	137	1	9.167176644441769
GCZVRs	8	5	3	4.666666666666667	3.3333333333333335	0.32	1.0	137	1	9.167176644441769
GCZVVw	8	6	3	4.666666666666667	3.6666666666666665	0.12	1.0	177	1	9.80894306783797
GCZVVs	8	6	3	5.0	3.6666666666666665	0.27	0.98	143	1	10.139346574240568
GCZVVk	8	6	3	4.666666666666667	3.8333333333333335	0.28	1.0	145	1	10.045085720818589
GCZVV[	8	6	2	5.0	4.0	0.265	0.835	115	1	10.213611546338575
GCZVU{	8	6	2	4.75	4.0	0.275	0.725	91	1	10.12403840463596
GCZVT{	8	6	3	5.0	3.8333333333333335	0.28	0.91	127	1	10.045085720818589
GCZVR{	8	6	3	5.0	3.8333333333333335	0.28	0.91	127	1	10.045085720818589
GCZVV{	8	7	3	5.333333333333333	3.857142857142857	0.21	0.93	145	1	11.174962168633053
GCZUvG	8	4	2	4.0	3.3333333333333335	0.355	0.725	75	1	7.819507424745385
GCZUtW	8	4	2	4.0	3.25	0.365	0.635	55	1	7.717486788127612
GCZUvo	8	5	2	4.5	3.6	0.275	0.505	47	1	8.625310320438224
GCZUvg	8	5	2	4.25	3.3333333333333335	0.24	0.56	65	1	8.725746708716358
GCZUvW	8	5	2	4.5	3.6	0.24	0.53	59	1	8.725746708716358
GCZUtw	8	5	2	4.5	3.5	0.24	0.53	59	1	8.725746708716358
GCZUvw	8	6	2	5.0	3.6666666666666665	0.085	0.48	80	1	9.864232565619727
GCZUvs	8	6	2	5.0	3.8333333333333335	0.255	0.515	53	1	10.228025574723235
GCZUvk	8	6	2	4.75	3.6666666666666665	0.27	0.52	51	1	10.139346574240568
GCZUv[	8	6	2	5.0	3.8333333333333335	0.27	0.5	47	1	10.139346574240568
GCZUt{	8	6	2	5.0	3.8333333333333335	0.27	0.5	47	1	10.139346574240568
GCZUv{	8	7	2	5.5	3.857142857142857	0.195	0.46	54	1	11.276910514944621
GCZTuW	8	4	2	4.0	3.25	0.355	0.77	84	1	7.819507424745385
GCZTrW	8	4	3	4.0	3.25	0.38	0.915	108	1	7.606119105813881
GCZTvo	8	5	3	4.333333333333333	3.6	0.275	1.0	146	1	8.625310320438224
GCZTvg	8	5	3	4.25	3.3333333333333335	0.24	1.0	153	1	8.725746708716358
GCZTvW	8	5	3	4.333333333333333	3.5	0.275	1.0	146	1	8.625310320438224
GCZTuw	8	5	2	4.333333333333333	3.5	0.225	0.875	131	1	8.80062108964828
GCZTtw	8	5	2	4.333333333333333	3.5	0.225	0.84	124	1	8.80062108964828
GCZTvc	8	5	3	4.333333333333333	3.6666666666666665	0.32	1.0	137	1	9.167176644441769
GCZTus	8	5	2	4.5	3.6666666666666665	0.31	0.605	60	1	9.260712686640941
GCZTts	8	5	2	4.666666666666667	3.3333333333333335	0.305	0.93	126	1	9.348469228349535
GCZTvw	8	6	3	4.666666666666667	3.6666666666666665	0.12	1.0	177	1	9.80894306783797
GCZTvs	8	6	3	5.0	3.6666666666666665	0.27	0.98	143	1	10.139346574240568
GCZTvk	8	6	3	4.75	3.6666666666666665	0.28	1.0	145	1	10.045085720818589
GCZTv[	8	6	3	5.0	3.8333333333333335	0.28	0.91	127	1	10.045085720818589
GCZTu{	8	6	2	4.75	4.0	0.275	0.725	91	1	10.12403840463596
GCZTt{	8	6	2	5.0	4.0	0.265	0.835	115	1	10.213611546338575
GCZTv{	8	7	3	5.333333333333333	3.857142857142857	0.21	0.93	145	1	11.174962168633053
GCZUno	8	5	2	4.25	3.4	0.25	0.605	72	1	8.64604654215744
GCZUng	8	5	2	4.5	3.0	0.305	0.685	77	1	9.348469228349535
GCZUnW	8	5	2	4.333333333333333	3.6	0.32	0.675	72	1	9.167176644441769
GCZUlw	8	5	2	4.5	3.3333333333333335	0.32	0.675	72	1	9.167176644441769
GCZUlk	8	5	2	4.75	2.5	0.29	0.665	76	1	9.508725083591248
GCZUnw	8	6	2	4.75	3.6666666666666665	0.26	0.5650000000000001	62	1	10.154499847850575
GCZUnk	8	6	2	5.0	3.0	0.245	0.545	61	1	10.377711293165211
GCZUn[	8	6	2	4.75	3.8333333333333335	0.255	0.535	57	1	10.228025574723235
GCZUl{	8	6	2	5.0	3.6666666666666665	0.255	0.535	57	1	10.228025574723235
GCZUn{	8	7	2	5.25	3.857142857142857	0.185	0.485	61	1	11.344170982657333
GCZTno	8	5	3	4.25	3.4	0.25	1.0	151	1	8.64604654215744
GCZTng	8	5	2	4.5	3.0	0.31	1.0	139	1	9.260712686640941
GCZTnW	8	5	3	4.333333333333333	3.6	0.325	1.0	136	1	9.067244579462773
GCZTmw	8	5	2	4.5	3.3333333333333335	0.31	0.995	138	1	9.260712686640941
GCZTlw	8	5	2	4.5	3.3333333333333335	0.32	0.615	60	1	9.167176644441769
